AnotherRound.JustinDai.IN,265.0,122.0,75.0,43.0,505.0
Antithese.Blacklolita.AT,879.0,45.0,208.0,68.0,1200.0
Antithese.Blacklolita.EZ,86.0,40.0,170.0,17.0,313.0
Antithese.Blacklolita.HD,326.0,91.0,372.0,12.0,801.0
Antithese.Blacklolita.IN,408.0,191.0,272.0,192.0,1063.0
Aphasia.闫东炜.EZ,132.0,1.0,150.0,0.0,283.0
Aphasia.闫东炜.HD,293.0,1.0,68.0,0.0,362.0
Aphasia.闫东炜.IN,509.0,1.0,41.0,2.0,553.0
AphroditesChildshortver.RUQOA.EZ,129.0,22.0,88.0,12.0,251.0
AphroditesChildshortver.RUQOA.HD,337.0,55.0,106.0,18.0,516.0
AphroditesChildshortver.RUQOA.IN,434.0,139.0,68.0,33.0,674.0
Apocalypse.アリスシャッハと魔法の楽団.EZ,110.0,36.0,0.0,61.0,207.0
Apocalypse.アリスシャッハと魔法の楽団.HD,207.0,48.0,122.0,5.0,382.0
Apocalypse.アリスシャッハと魔法の楽団.IN,448.0,80.0,91.0,57.0,676.0
Apocalyptic.ZClaxxSumaiLight.EZ,95.0,2.0,155.0,30.0,282.0
Apocalyptic.ZClaxxSumaiLight.HD,159.0,81.0,39.0,50.0,329.0
Apocalyptic.ZClaxxSumaiLight.IN,475.0,43.0,100.0,58.0,676.0
Ark.kanoryo.AT,540.0,252.0,235.0,64.0,1091.0
Ark.kanoryo.EZ,112.0,14.0,136.0,28.0,290.0
Ark.kanoryo.HD,232.0,37.0,204.0,50.0,523.0
Ark.kanoryo.IN,513.0,131.0,22.0,60.0,726.0
Arkhei.SeraAmagi.EZ,310.0,8.0,80.0,64.0,462.0
Arkhei.SeraAmagi.HD,264.0,53.0,115.0,22.0,454.0
Arkhei.SeraAmagi.IN,508.0,49.0,32.0,55.0,644.0
ArtificialExistence.JunKuroda.EZ,21.0,36.0,122.0,21.0,200.0
ArtificialExistence.JunKuroda.HD,159.0,64.0,133.0,44.0,400.0
ArtificialExistence.JunKuroda.IN,395.0,131.0,209.0,65.0,800.0
ATHAZA.LeaF.AT,1009.0,126.0,157.0,52.0,1344.0
ATHAZA.LeaF.EZ,263.0,30.0,120.0,66.0,479.0
ATHAZA.LeaF.HD,336.0,59.0,152.0,115.0,662.0
ATHAZA.LeaF.IN,715.0,171.0,190.0,61.0,1137.0
atruthseekerCommunicationwithUtopiawillbelost.kuro.EZ,149.0,21.0,144.0,14.0,328.0
atruthseekerCommunicationwithUtopiawillbelost.kuro.HD,343.0,20.0,146.0,46.0,555.0
atruthseekerCommunicationwithUtopiawillbelost.kuro.IN,548.0,76.0,245.0,117.0,986.0
AvataarReincarnationofKalpa.ScarletteakaCrYmson.AT,722.0,123.0,216.0,13.0,1074.0
AvataarReincarnationofKalpa.ScarletteakaCrYmson.EZ,44.0,30.0,47.0,1.0,122.0
AvataarReincarnationofKalpa.ScarletteakaCrYmson.HD,44.0,107.0,735.0,1.0,887.0
AvataarReincarnationofKalpa.ScarletteakaCrYmson.IN,319.0,62.0,598.0,0.0,979.0
Aventyr.GrandThawRigelTheatre.EZ,127.0,11.0,172.0,35.0,345.0
Aventyr.GrandThawRigelTheatre.HD,223.0,54.0,327.0,22.0,626.0
Aventyr.GrandThawRigelTheatre.IN,446.0,61.0,394.0,53.0,954.0
BelieveLightfeat果丸哒呦.ScalerMestie果丸哒呦.EZ,70.0,26.0,75.0,93.0,264.0
BelieveLightfeat果丸哒呦.ScalerMestie果丸哒呦.HD,220.0,40.0,199.0,121.0,580.0
BelieveLightfeat果丸哒呦.ScalerMestie果丸哒呦.IN,571.0,136.0,159.0,106.0,972.0
BetterGraphicAnimation.ルゼ.EZ,93.0,74.0,4.0,7.0,178.0
BetterGraphicAnimation.ルゼ.HD,268.0,70.0,123.0,8.0,469.0
BetterGraphicAnimation.ルゼ.IN,415.0,34.0,111.0,56.0,616.0
Bitterblossom.imvi.EZ,80.0,18.0,20.0,34.0,152.0
Bitterblossom.imvi.HD,197.0,83.0,218.0,83.0,581.0
Bitterblossom.imvi.IN,170.0,259.0,124.0,44.0,597.0
Bloom.targ麻团qwq.EZ,57.0,16.0,72.0,38.0,183.0
Bloom.targ麻团qwq.HD,73.0,30.0,545.0,76.0,724.0
Bloom.targ麻团qwq.IN,328.0,136.0,523.0,66.0,1053.0
BonusTime.MegaloPaleWhite.EZ,94.0,12.0,108.0,0.0,214.0
BonusTime.MegaloPaleWhite.HD,281.0,5.0,104.0,22.0,412.0
BonusTime.MegaloPaleWhite.IN,515.0,49.0,100.0,25.0,689.0
Bougainvillea.Jade.EZ,113.0,52.0,133.0,2.0,300.0
Bougainvillea.Jade.HD,136.0,76.0,111.0,24.0,347.0
Bougainvillea.Jade.IN,246.0,135.0,208.0,73.0,662.0
BoundedQuietude.FiniteLimitvsSiLiS.EZ,29.0,0.0,1077.0,21.0,1127.0
BoundedQuietude.FiniteLimitvsSiLiS.HD,196.0,107.0,0.0,0.0,303.0
BoundedQuietude.FiniteLimitvsSiLiS.IN,726.0,113.0,370.0,77.0,1286.0
BRAINHACKER.SOMON.EZ,74.0,8.0,94.0,54.0,230.0
BRAINHACKER.SOMON.HD,195.0,14.0,76.0,87.0,372.0
BRAINHACKER.SOMON.IN,280.0,68.0,88.0,344.0,780.0
BraveNotes.TurquoiseDRIVENota.EZ,139.0,68.0,66.0,26.0,299.0
BraveNotes.TurquoiseDRIVENota.HD,259.0,80.0,55.0,48.0,442.0
BraveNotes.TurquoiseDRIVENota.IN,498.0,100.0,107.0,63.0,768.0
BreakOver.Kforest.AT,422.0,57.0,64.0,27.0,570.0
BreakOver.Kforest.EZ,219.0,27.0,50.0,4.0,300.0
BreakOver.Kforest.HD,372.0,27.0,480.0,40.0,919.0
BreakOver.Kforest.IN,494.0,118.0,245.0,53.0,910.0
BreakThroughTheBarrier.lixound.EZ,199.0,54.0,164.0,2.0,419.0
BreakThroughTheBarrier.lixound.HD,305.0,48.0,219.0,9.0,581.0
BreakThroughTheBarrier.lixound.IN,559.0,56.0,461.0,14.0,1090.0
BrokenSky.JungoMAX3feat刘佳宜Snow幻影刃shadow.EZ,141.0,5.0,23.0,0.0,169.0
BrokenSky.JungoMAX3feat刘佳宜Snow幻影刃shadow.HD,217.0,10.0,125.0,0.0,352.0
BrokenSky.JungoMAX3feat刘佳宜Snow幻影刃shadow.IN,128.0,146.0,176.0,9.0,459.0
Burn.NceS.EZ,188.0,3.0,87.0,0.0,278.0
Burn.NceS.HD,329.0,122.0,42.0,4.0,497.0
Burn.NceS.IN,583.0,54.0,58.0,12.0,707.0
bye.DingerBox.EZ,73.0,24.0,68.0,21.0,186.0
bye.DingerBox.HD,146.0,71.0,83.0,33.0,333.0
bye.DingerBox.IN,280.0,189.0,196.0,60.0,725.0
Cereris.SunsetRayNceS.EZ,187.0,43.0,256.0,4.0,490.0
Cereris.SunsetRayNceS.HD,291.0,56.0,312.0,42.0,701.0
Cereris.SunsetRayNceS.IN,465.0,35.0,344.0,54.0,898.0
CervelleConnexion.SCTL.EZ,179.0,9.0,98.0,15.0,301.0
CervelleConnexion.SCTL.HD,329.0,9.0,217.0,14.0,569.0
CervelleConnexion.SCTL.IN,433.0,1.0,52.0,77.0,563.0
Chronologika.Hundotte.EZ,110.0,14.0,147.0,0.0,271.0
Chronologika.Hundotte.HD,321.0,13.0,119.0,3.0,456.0
Chronologika.Hundotte.IN,595.0,82.0,93.0,6.0,776.0
Chronomia.Lime.EZ,133.0,15.0,142.0,48.0,338.0
Chronomia.Lime.HD,255.0,71.0,271.0,66.0,663.0
Chronomia.Lime.IN,700.0,81.0,157.0,54.0,992.0
ChronosCollapseLaCampanella.SunsetRay.EZ,90.0,18.0,198.0,44.0,350.0
ChronosCollapseLaCampanella.SunsetRay.HD,365.0,35.0,353.0,20.0,773.0
ChronosCollapseLaCampanella.SunsetRay.IN,872.0,12.0,544.0,72.0,1500.0
Chronostasis.黒皇帝.EZ,187.0,50.0,54.0,0.0,291.0
Chronostasis.黒皇帝.HD,355.0,20.0,413.0,33.0,821.0
Chronostasis.黒皇帝.IN,697.0,53.0,525.0,51.0,1326.0
Cipher20.TetrajectoryfeatCtymax.EZ,145.0,30.0,210.0,16.0,401.0
Cipher20.TetrajectoryfeatCtymax.HD,273.0,38.0,138.0,24.0,473.0
Cipher20.TetrajectoryfeatCtymax.IN,460.0,54.0,478.0,49.0,1041.0
ClassMemories.AntistarfeatCtymax.EZ,329.0,13.0,51.0,0.0,393.0
ClassMemories.AntistarfeatCtymax.HD,429.0,48.0,294.0,0.0,771.0
ClassMemories.AntistarfeatCtymax.IN,667.0,37.0,489.0,1.0,1194.0
ClockParadox.WyvernP.EZ,57.0,24.0,88.0,19.0,188.0
ClockParadox.WyvernP.HD,142.0,36.0,114.0,20.0,312.0
ClockParadox.WyvernP.IN,300.0,26.0,174.0,20.0,520.0
ColorfulDays.P4koofeatつゆり花鈴.EZ,83.0,3.0,67.0,3.0,156.0
ColorfulDays.P4koofeatつゆり花鈴.HD,112.0,7.0,64.0,3.0,186.0
ColorfulDays.P4koofeatつゆり花鈴.IN,251.0,14.0,116.0,26.0,407.0
CometFeat符白牙.CNHKSS.EZ,62.0,6.0,55.0,15.0,138.0
CometFeat符白牙.CNHKSS.HD,111.0,78.0,524.0,39.0,752.0
CometFeat符白牙.CNHKSS.IN,374.0,125.0,328.0,47.0,874.0
ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.EZ,200.0,71.0,54.0,5.0,330.0
ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.HD,349.0,40.0,318.0,16.0,723.0
ComputeItWithSomeDevilishAlcoholicSteampunkEngines.かめりあ.IN,667.0,135.0,344.0,67.0,1213.0
Concvssion.Halv.EZ,257.0,39.0,130.0,24.0,450.0
Concvssion.Halv.HD,372.0,128.0,191.0,9.0,700.0
Concvssion.Halv.IN,771.0,81.0,88.0,60.0,1000.0
CraveWave.LandRoot.EZ,36.0,43.0,94.0,4.0,177.0
CraveWave.LandRoot.HD,176.0,27.0,175.0,18.0,396.0
CraveWave.LandRoot.IN,457.0,73.0,266.0,20.0,816.0
Credits.Frums.AT,287.0,186.0,117.0,48.0,638.0
Credits.Frums.EZ,58.0,26.0,104.0,0.0,188.0
Credits.Frums.HD,159.0,20.0,176.0,0.0,355.0
Credits.Frums.IN,340.0,40.0,131.0,24.0,535.0
CROSSSOUL.HyuNfeatSyepias.EZ,288.0,53.0,166.0,10.0,517.0
CROSSSOUL.HyuNfeatSyepias.HD,419.0,83.0,379.0,11.0,892.0
CROSSSOUL.HyuNfeatSyepias.IN,666.0,143.0,460.0,36.0,1305.0
CrushBETA.shadow_bling.EZ,155.0,48.0,67.0,0.0,270.0
CrushBETA.shadow_bling.HD,274.0,87.0,289.0,16.0,666.0
CrushBETA.shadow_bling.IN,539.0,164.0,147.0,127.0,977.0
cryout.JuE.EZ,119.0,18.0,84.0,0.0,221.0
cryout.JuE.HD,315.0,8.0,201.0,5.0,529.0
cryout.JuE.IN,526.0,4.0,161.0,21.0,712.0
csqn.Aoi.EZ,174.0,14.0,133.0,9.0,330.0
csqn.Aoi.HD,274.0,17.0,418.0,46.0,755.0
csqn.Aoi.IN,597.0,91.0,255.0,123.0,1066.0
Cthugha.USAO.AT,1016.0,159.0,182.0,87.0,1444.0
Cthugha.USAO.EZ,216.0,29.0,71.0,62.0,378.0
Cthugha.USAO.HD,481.0,8.0,121.0,87.0,697.0
Cthugha.USAO.IN,947.0,119.0,196.0,71.0,1333.0
Cuvism.Fl00tvsHalv.AT,807.0,60.0,152.0,69.0,1088.0
Cuvism.Fl00tvsHalv.EZ,57.0,23.0,121.0,21.0,222.0
Cuvism.Fl00tvsHalv.HD,564.0,51.0,132.0,14.0,761.0
Cuvism.Fl00tvsHalv.IN,605.0,50.0,142.0,33.0,830.0
DancewithSilence.かめりあ.EZ,71.0,16.0,41.0,42.0,170.0
DancewithSilence.かめりあ.HD,213.0,121.0,191.0,27.0,552.0
DancewithSilence.かめりあ.IN,440.0,166.0,460.0,59.0,1125.0
Dash.小红Akane李祥辉.EZ,92.0,6.0,16.0,0.0,114.0
Dash.小红Akane李祥辉.HD,188.0,1.0,21.0,0.0,210.0
Dash.小红Akane李祥辉.IN,285.0,24.0,19.0,18.0,346.0
DataErr0r.Cosmograph.EZ,15.0,13.0,16.0,6.0,50.0
DataErr0r.Cosmograph.HD,316.0,5.0,33.0,46.0,400.0
DataErr0r.Cosmograph.IN,366.0,180.0,12.0,55.0,613.0
dBdoll.YUESTEVENuen.AT,292.0,35.0,25.0,25.0,377.0
dBdoll.YUESTEVENuen.EZ,27.0,18.0,15.0,0.0,60.0
dBdoll.YUESTEVENuen.HD,39.0,7.0,78.0,0.0,124.0
dBdoll.YUESTEVENuen.IN,101.0,23.0,111.0,2.0,237.0
DeadSoul.SoundSouler.EZ,196.0,19.0,53.0,5.0,273.0
DeadSoul.SoundSouler.HD,210.0,42.0,331.0,30.0,613.0
DeadSoul.SoundSouler.IN,438.0,53.0,267.0,29.0,787.0
Demiurge.Rabpit.EZ,36.0,37.0,11.0,16.0,100.0
Demiurge.Rabpit.HD,310.0,28.0,93.0,14.0,445.0
Demiurge.Rabpit.IN,406.0,69.0,26.0,19.0,520.0
Demonkin.ForgedReigns.EZ,138.0,44.0,237.0,7.0,426.0
Demonkin.ForgedReigns.HD,273.0,49.0,175.0,16.0,513.0
Demonkin.ForgedReigns.IN,588.0,133.0,35.0,73.0,829.0
DerRichter.Ωμεγα.AT,625.0,204.0,373.0,104.0,1306.0
DerRichter.Ωμεγα.EZ,163.0,27.0,99.0,21.0,310.0
DerRichter.Ωμεγα.HD,402.0,24.0,162.0,27.0,615.0
DerRichter.Ωμεγα.IN,609.0,70.0,356.0,114.0,1149.0
DESTRUCTION321.Normal1zervsBrokenNerdz.AT,1145.0,76.0,1044.0,65.0,2330.0
DESTRUCTION321.Normal1zervsBrokenNerdz.EZ,229.0,17.0,802.0,12.0,1060.0
DESTRUCTION321.Normal1zervsBrokenNerdz.HD,460.0,36.0,746.0,8.0,1250.0
DESTRUCTION321.Normal1zervsBrokenNerdz.IN,917.0,49.0,528.0,38.0,1532.0
DevIAtiOnshortver.polysha.EZ,122.0,42.0,38.0,20.0,222.0
DevIAtiOnshortver.polysha.HD,352.0,43.0,405.0,27.0,827.0
DevIAtiOnshortver.polysha.IN,551.0,147.0,269.0,150.0,1117.0
Devotion.Connexio.EZ,133.0,18.0,138.0,28.0,317.0
Devotion.Connexio.HD,203.0,89.0,334.0,31.0,657.0
Devotion.Connexio.IN,486.0,62.0,160.0,85.0,793.0
DiamondDust.MasahiroGodspeedAoki.AT,623.0,288.0,442.0,165.0,1518.0
DiamondDust.MasahiroGodspeedAoki.EZ,102.0,50.0,82.0,32.0,266.0
DiamondDust.MasahiroGodspeedAoki.HD,383.0,96.0,156.0,11.0,646.0
DiamondDust.MasahiroGodspeedAoki.IN,618.0,167.0,78.0,123.0,986.0
DiamondEyes.SYNTHETIC.EZ,79.0,32.0,214.0,15.0,340.0
DiamondEyes.SYNTHETIC.HD,142.0,66.0,176.0,45.0,429.0
DiamondEyes.SYNTHETIC.IN,341.0,129.0,271.0,33.0,774.0
Disorder.HyuNfeatYURI.EZ,85.0,65.0,294.0,0.0,444.0
Disorder.HyuNfeatYURI.HD,210.0,45.0,368.0,6.0,629.0
Disorder.HyuNfeatYURI.IN,529.0,119.0,235.0,35.0,918.0
DistortedFate.Sakuzyo.AT,907.0,212.0,115.0,49.0,1283.0
DistortedFate.Sakuzyo.EZ,271.0,29.0,248.0,46.0,594.0
DistortedFate.Sakuzyo.HD,569.0,131.0,230.0,40.0,970.0
DistortedFate.Sakuzyo.IN,841.0,132.0,430.0,46.0,1449.0
Dlyrotz.Likey.EZ,74.0,8.0,258.0,58.0,398.0
Dlyrotz.Likey.HD,200.0,8.0,180.0,70.0,458.0
Dlyrotz.Likey.IN,251.0,78.0,151.0,104.0,584.0
DontNeverAround.HAMA.EZ,122.0,16.0,165.0,5.0,308.0
DontNeverAround.HAMA.HD,317.0,7.0,293.0,22.0,639.0
DontNeverAround.HAMA.IN,610.0,64.0,315.0,39.0,1028.0
Doppelganger.LeaF.EZ,101.0,48.0,264.0,23.0,436.0
Doppelganger.LeaF.HD,175.0,74.0,287.0,55.0,591.0
Doppelganger.LeaF.IN,557.0,92.0,231.0,41.0,921.0
Dreamland.z1onkyrrin.EZ,203.0,40.0,73.0,22.0,338.0
Dreamland.z1onkyrrin.HD,274.0,89.0,64.0,49.0,476.0
Dreamland.z1onkyrrin.IN,486.0,80.0,38.0,23.0,627.0
DropIt.Asuka.EZ,142.0,31.0,308.0,24.0,505.0
DropIt.Asuka.HD,270.0,117.0,186.0,29.0,602.0
DropIt.Asuka.IN,618.0,99.0,83.0,231.0,1031.0
ElCondorPasaPhigrosEdit.PlasticFruits.EZ,158.0,26.0,20.0,55.0,259.0
ElCondorPasaPhigrosEdit.PlasticFruits.HD,209.0,105.0,201.0,70.0,585.0
ElCondorPasaPhigrosEdit.PlasticFruits.IN,763.0,62.0,315.0,0.0,1140.0
Electron.ElousFZ.EZ,118.0,21.0,61.0,19.0,219.0
Electron.ElousFZ.HD,235.0,23.0,144.0,21.0,423.0
Electron.ElousFZ.IN,432.0,42.0,57.0,45.0,576.0
Eltaw.Fl00t.EZ,146.0,26.0,192.0,27.0,391.0
Eltaw.Fl00t.HD,313.0,35.0,242.0,18.0,608.0
Eltaw.Fl00t.IN,603.0,42.0,164.0,46.0,855.0
Elúltimobaile.Θ.EZ,105.0,26.0,127.0,3.0,261.0
Elúltimobaile.Θ.HD,215.0,48.0,200.0,17.0,480.0
Elúltimobaile.Θ.IN,403.0,63.0,86.0,58.0,610.0
EndMe.ZxNXasDelaina.EZ,65.0,29.0,121.0,2.0,217.0
EndMe.ZxNXasDelaina.HD,64.0,31.0,225.0,0.0,320.0
EndMe.ZxNXasDelaina.IN,203.0,29.0,359.0,133.0,724.0
ENERGYSYNERGYMATRIX.Tanchiky.EZ,133.0,24.0,253.0,40.0,450.0
ENERGYSYNERGYMATRIX.Tanchiky.HD,285.0,27.0,190.0,78.0,580.0
ENERGYSYNERGYMATRIX.Tanchiky.IN,610.0,38.0,43.0,59.0,750.0
energytrixxx.KAH.EZ,105.0,37.0,94.0,16.0,252.0
energytrixxx.KAH.HD,284.0,30.0,121.0,42.0,477.0
energytrixxx.KAH.IN,693.0,35.0,108.0,94.0,930.0
EnginexStartmelodymix.CrossingSound.EZ,45.0,2.0,19.0,9.0,75.0
EnginexStartmelodymix.CrossingSound.HD,137.0,7.0,27.0,21.0,192.0
EnginexStartmelodymix.CrossingSound.IN,346.0,15.0,25.0,47.0,433.0
ERABYECONNEC10N.かめりあ.AT,1120.0,116.0,202.0,141.0,1579.0
ERABYECONNEC10N.かめりあ.EZ,167.0,59.0,240.0,26.0,492.0
ERABYECONNEC10N.かめりあ.HD,338.0,41.0,483.0,42.0,904.0
ERABYECONNEC10N.かめりあ.IN,590.0,169.0,748.0,23.0,1530.0
EradicationCatastrophe.NceS.EZ,75.0,17.0,81.0,8.0,181.0
EradicationCatastrophe.NceS.HD,67.0,44.0,89.0,0.0,200.0
EradicationCatastrophe.NceS.IN,373.0,53.0,151.0,16.0,593.0
EternalSnow.AbyssIdols.EZ,102.0,24.0,160.0,2.0,288.0
EternalSnow.AbyssIdols.HD,329.0,42.0,124.0,38.0,533.0
EternalSnow.AbyssIdols.IN,473.0,42.0,50.0,135.0,700.0
Feast远东之宴.茶鸣拾贰律.EZ,106.0,106.0,363.0,25.0,600.0
Feast远东之宴.茶鸣拾贰律.HD,223.0,152.0,388.0,37.0,800.0
Feast远东之宴.茶鸣拾贰律.IN,511.0,156.0,244.0,89.0,1000.0
FinalStep.Lime.EZ,189.0,6.0,103.0,57.0,355.0
FinalStep.Lime.HD,329.0,25.0,201.0,49.0,604.0
FinalStep.Lime.IN,685.0,38.0,90.0,118.0,931.0
FindMe.Kforest.EZ,149.0,11.0,305.0,0.0,465.0
FindMe.Kforest.HD,390.0,44.0,222.0,1.0,657.0
FindMe.Kforest.IN,719.0,15.0,97.0,5.0,836.0
FixationsTowardtheStars.Foodbot.EZ,125.0,19.0,45.0,4.0,193.0
FixationsTowardtheStars.Foodbot.HD,324.0,61.0,54.0,52.0,491.0
FixationsTowardtheStars.Foodbot.IN,375.0,107.0,329.0,24.0,835.0
FlutterEcho.Cansol.EZ,124.0,57.0,18.0,23.0,222.0
FlutterEcho.Cansol.HD,422.0,34.0,79.0,20.0,555.0
FlutterEcho.Cansol.IN,551.0,107.0,338.0,50.0,1046.0
FracturedAngel.DJRaisei.EZ,58.0,57.0,495.0,16.0,626.0
FracturedAngel.DJRaisei.HD,166.0,129.0,491.0,10.0,796.0
FracturedAngel.DJRaisei.IN,498.0,166.0,311.0,109.0,1084.0
FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.EZ,73.0,57.0,137.0,25.0,292.0
FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.HD,169.0,102.0,326.0,24.0,621.0
FreakyUndulationsNobleKnightsofTune.JehezukielKURORAK.IN,315.0,120.0,444.0,141.0,1020.0
FrozenHeart.A39沙包P.EZ,120.0,120.0,105.0,8.0,353.0
FrozenHeart.A39沙包P.HD,359.0,260.0,80.0,9.0,708.0
FrozenHeart.A39沙包P.IN,426.0,230.0,212.0,71.0,939.0
FULiAUTOBUSTER.MYUKKE.EZ,129.0,37.0,86.0,33.0,285.0
FULiAUTOBUSTER.MYUKKE.HD,366.0,47.0,159.0,24.0,596.0
FULiAUTOBUSTER.MYUKKE.IN,494.0,74.0,143.0,44.0,755.0
FULiAUTOSHOOTER.MYUKKE.EZ,21.0,31.0,75.0,14.0,141.0
FULiAUTOSHOOTER.MYUKKE.HD,138.0,69.0,164.0,18.0,389.0
FULiAUTOSHOOTER.MYUKKE.IN,569.0,55.0,202.0,17.0,843.0
FutureMind.RayNauticaRekuMochizuki.EZ,118.0,37.0,163.0,47.0,365.0
FutureMind.RayNauticaRekuMochizuki.HD,292.0,7.0,252.0,19.0,570.0
FutureMind.RayNauticaRekuMochizuki.IN,553.0,58.0,227.0,28.0,866.0
GetBack.CAP3.EZ,223.0,27.0,64.0,7.0,321.0
GetBack.CAP3.HD,266.0,2.0,258.0,24.0,550.0
GetBack.CAP3.IN,430.0,0.0,246.0,32.0,708.0
GetReady.iF.EZ,206.0,12.0,114.0,31.0,363.0
GetReady.iF.HD,377.0,12.0,157.0,38.0,584.0
GetReady.iF.IN,552.0,70.0,107.0,90.0,819.0
Glaciaxion.SunsetRay.EZ,34.0,25.0,1.0,6.0,66.0
Glaciaxion.SunsetRay.HD,139.0,83.0,165.0,6.0,393.0
Glaciaxion.SunsetRay.IN,216.0,73.0,389.0,51.0,729.0
GOODBOUNCE.EBIMAYO.EZ,242.0,102.0,240.0,4.0,588.0
GOODBOUNCE.EBIMAYO.HD,375.0,86.0,314.0,22.0,797.0
GOODBOUNCE.EBIMAYO.IN,617.0,107.0,144.0,30.0,898.0
GOODFORTUNE.EBIMAYO.EZ,208.0,136.0,100.0,11.0,455.0
GOODFORTUNE.EBIMAYO.HD,191.0,100.0,439.0,3.0,733.0
GOODFORTUNE.EBIMAYO.IN,747.0,134.0,70.0,60.0,1011.0
GOODRAGE.EBIMAYO.EZ,210.0,8.0,86.0,4.0,308.0
GOODRAGE.EBIMAYO.HD,195.0,10.0,386.0,37.0,628.0
GOODRAGE.EBIMAYO.IN,640.0,117.0,144.0,133.0,1034.0
GOODTEK.EBIMAYO.EZ,247.0,36.0,12.0,0.0,295.0
GOODTEK.EBIMAYO.HD,437.0,34.0,133.0,5.0,609.0
GOODTEK.EBIMAYO.IN,602.0,40.0,198.0,33.0,873.0
GOODWORLD.EBIMAYO.EZ,91.0,20.0,101.0,3.0,215.0
GOODWORLD.EBIMAYO.HD,328.0,47.0,393.0,37.0,805.0
GOODWORLD.EBIMAYO.IN,685.0,48.0,165.0,62.0,960.0
Grimheart.Puru.EZ,86.0,12.0,15.0,19.0,132.0
Grimheart.Puru.HD,129.0,70.0,109.0,41.0,349.0
Grimheart.Puru.IN,332.0,125.0,69.0,51.0,577.0
GVNGlitterVomitusandNeon.SaltySaltUnfold33.EZ,48.0,58.0,477.0,52.0,635.0
GVNGlitterVomitusandNeon.SaltySaltUnfold33.HD,121.0,118.0,591.0,70.0,900.0
GVNGlitterVomitusandNeon.SaltySaltUnfold33.IN,766.0,86.0,625.0,64.0,1541.0
HardcoreKwaya.EnFr.EZ,176.0,88.0,71.0,5.0,340.0
HardcoreKwaya.EnFr.HD,178.0,22.0,325.0,86.0,611.0
HardcoreKwaya.EnFr.IN,548.0,138.0,150.0,16.0,852.0
HAZARD.Limpid.EZ,191.0,10.0,68.0,14.0,283.0
HAZARD.Limpid.HD,310.0,36.0,115.0,46.0,507.0
HAZARD.Limpid.IN,487.0,11.0,35.0,55.0,588.0
Helios.NOABotaNya.EZ,12.0,33.0,139.0,4.0,188.0
Helios.NOABotaNya.HD,125.0,64.0,195.0,7.0,391.0
Helios.NOABotaNya.IN,218.0,76.0,457.0,35.0,786.0
HorizonBlue.NothingButRequiemfeatAikapinChiyoko.EZ,265.0,48.0,206.0,0.0,519.0
HorizonBlue.NothingButRequiemfeatAikapinChiyoko.HD,486.0,41.0,188.0,18.0,733.0
